generation;index;fitness
2;10;(34.93096555701655,)
2;11;(20.029308931081808,)
2;12;(4.978777034510062,)
2;13;(56.9788758187233,)
2;14;(31.767661677585984,)
2;15;(46.68637048347285,)
2;16;(18.190738093922796,)
2;17;(52.752163819309466,)
2;18;(21.386450613496226,)
2;19;(85.93455821496943,)
2;20;(13.024420014355824,)
2;21;(65.93803964615147,)
2;22;(50.70965657449879,)
2;23;(16.34232776166236,)
2;24;(55.30182620940624,)
2;25;(42.80137019633245,)
2;26;(70.6446057060256,)
2;27;(28.234956441652876,)
2;28;(83.71842625399741,)
2;29;(52.88590811188146,)
2;30;(14.510007786800282,)
2;31;(47.14875972782849,)
2;32;(7.096383608868966,)
2;33;(43.290589708149625,)
2;34;(27.23463643085104,)
2;35;(43.25273325318773,)
2;36;(44.33090568426276,)
2;37;(14.267683483774592,)
2;38;(8.474416546492803,)
2;39;(41.05217073752917,)
2;40;(75.404053446843,)
2;41;(28.89159928475298,)
2;42;(48.84758685536253,)
2;43;(7.31312801579552,)
2;44;(63.42963846234615,)
2;45;(5.258697612121633,)
2;46;(46.883471520210655,)
2;47;(26.07001292920991,)
2;48;(24.44636644511676,)
2;49;(30.926491250084972,)
2;50;(27.671225797640435,)
2;51;(68.170391402174,)
2;52;(74.8114535617429,)
2;53;(44.59071250181887,)
2;54;(31.732447819279876,)
2;55;(44.152817763345745,)
2;56;(81.55677894673391,)
2;57;(26.68377997047932,)
2;58;(60.707711661134105,)
2;59;(16.082288734601647,)
2;60;(76.80148600779637,)
2;61;(-14.67858539966678,)
2;62;(73.04045607119613,)
2;63;(45.0586039085371,)
2;64;(27.337148654380243,)
2;65;(47.16666425792841,)
2;66;(43.82217905973627,)
2;67;(59.66029342710316,)
2;68;(44.62260425281032,)
2;69;(54.40659830589564,)
2;70;(10.084563311176487,)
2;71;(23.870261590984057,)
2;72;(57.38137773588358,)
2;73;(39.78387238577062,)
2;74;(48.854292257307016,)
2;75;(48.317368268311895,)
2;76;(59.91114367457052,)
2;77;(-2.2102515395034175,)
2;78;(-3.0153677125137044,)
2;79;(47.5604543289117,)
2;80;(-1.0166790203232576,)
2;81;(24.523539003794593,)
2;82;(68.23995713392031,)
2;83;(55.440730219107394,)
2;84;(37.89034426411981,)
2;85;(52.66548953109946,)
2;86;(28.125618916308213,)
2;87;(10.464163466369968,)
2;88;(54.246224180588094,)
2;89;(52.50357599692649,)
2;90;(62.25760775552447,)
2;91;(42.251059578555434,)
2;92;(41.98089483527684,)
2;93;(18.18296040510473,)
2;94;(15.116202488768746,)
2;95;(14.845087979751149,)
2;96;(55.86745137223788,)
2;97;(46.81395941389307,)
2;98;(1.6486125957574842,)
2;99;(15.221489844493735,)
2;100;(-7.111996427411626,)
2;101;(48.29612910031432,)
2;102;(50.31120820493396,)
2;103;(70.84220652863162,)
2;104;(53.78009806369394,)
2;105;(46.31987219133548,)
2;106;(12.607936846618099,)
2;107;(12.426132219882064,)
2;108;(39.194029455024115,)
2;109;(53.49970946538561,)
2;110;(79.1004167702512,)
2;111;(84.40262446640469,)
2;112;(43.77422292951315,)
2;113;(35.94047370981508,)
2;114;(16.995592027530865,)
2;115;(14.58348668992263,)
2;116;(38.542674256784906,)
2;117;(46.914321067251336,)
2;118;(20.95572806253457,)
2;119;(23.924008464260638,)
3;0;(19.062803586269105,)
3;1;(36.33286173447282,)
3;2;(43.959332868405866,)
3;3;(44.346805423569165,)
3;4;(49.45029650862666,)
3;5;(13.113999957147193,)
3;6;(80.87376193626692,)
3;7;(56.78461058529655,)
3;8;(77.91603613923672,)
3;9;(79.10701853159115,)
3;10;(52.327020359502,)
3;11;(47.6663808765655,)
3;12;(56.9788758187233,)
3;13;(22.42089748536545,)
3;14;(14.8639460934414,)
3;15;(63.16525484344024,)
3;16;(56.96211687228312,)
3;17;(75.16788706265024,)
3;18;(50.70965657449879,)
3;19;(29.83950778141745,)
3;20;(77.63395797196075,)
3;21;(41.12199327501098,)
3;22;(43.64296457856217,)
3;23;(27.79290322216484,)
3;24;(67.69477251193723,)
3;25;(28.10723096485659,)
3;26;(30.788532381026272,)
3;27;(8.5837882509792,)
3;28;(51.18473173852665,)
3;29;(76.96041438889839,)
3;30;(63.66580132311796,)
3;31;(53.69615341263961,)
3;32;(82.45421816881674,)
3;33;(55.30182620940624,)
3;34;(55.561404644864076,)
3;35;(3.4409306517045337,)
3;36;(-0.4891180563707298,)
3;37;(7.35711968034503,)
3;38;(51.55059945275593,)
3;39;(70.87724549644074,)
3;40;(54.49719780568209,)
3;41;(45.990591905354066,)
3;42;(50.93405764765595,)
3;43;(13.283190781326464,)
3;44;(77.71921778648387,)
3;45;(82.93534838061193,)
3;46;(86.06750369654358,)
3;47;(77.48648000778755,)
3;48;(9.270080448452372,)
3;49;(84.40262446640469,)
3;50;(70.20666894652025,)
3;51;(63.16525484344024,)
3;52;(77.30052344808787,)
3;53;(83.17215031344301,)
3;54;(59.04961345396155,)
3;55;(29.887081471665155,)
3;56;(85.59013701208733,)
3;57;(68.05132489451299,)
3;58;(55.846336878663685,)
3;59;(37.91905620670333,)
3;60;(71.31242018957738,)
3;61;(78.73843541056898,)
3;62;(80.828934502659,)
3;63;(21.751926028349537,)
3;64;(51.28508667124892,)
3;65;(53.93606839305874,)
3;66;(52.8753658504601,)
3;67;(13.799996073573565,)
3;68;(55.117775139271934,)
3;69;(-0.8065698651584974,)
3;70;(34.41100061802021,)
3;71;(21.659897393335243,)
3;72;(52.52218259118844,)
3;73;(77.5056180342656,)
3;74;(53.37063763487158,)
3;75;(76.73232564225859,)
3;76;(0.6190969601700118,)
3;77;(-9.575568249599982,)
3;78;(84.4290065556636,)
3;79;(90.09616937262611,)
3;80;(70.99640741957285,)
3;81;(61.73717116125699,)
3;82;(49.01318366402781,)
3;83;(53.25274033323032,)
3;84;(55.39097328536886,)
3;85;(62.31222718380278,)
3;86;(71.40125680786221,)
3;87;(43.840508227810595,)
3;88;(75.55322612144496,)
3;89;(79.25237721627568,)
3;90;(43.257455221213206,)
3;91;(83.89852119091935,)
3;92;(38.19400287049075,)
3;93;(51.27983999501351,)
3;94;(56.07453118458399,)
3;95;(65.30119138833783,)
3;96;(83.40737679786166,)
3;97;(44.092948028716506,)
3;98;(43.52063358645425,)
3;99;(44.187292420919704,)
3;100;(56.105508343639634,)
3;101;(55.71283786957542,)
3;102;(41.87324412803238,)
3;103;(31.083412092513395,)
3;104;(55.28460134990431,)
3;105;(66.48314005674295,)
3;106;(78.64483563906983,)
3;107;(25.10882893094424,)
3;108;(29.050386430366753,)
3;109;(47.89826137504358,)
3;110;(81.53525738171257,)
3;111;(75.93096219831796,)
3;112;(61.27492544326753,)
3;113;(54.246224180588094,)
3;114;(63.24447761753213,)
3;115;(56.979688550521274,)
3;116;(18.81973793132159,)
3;117;(53.45086661934235,)
3;118;(75.22133409081397,)
3;119;(23.136314425643906,)
4;0;(73.67026108793128,)
4;1;(50.18320639741123,)
4;2;(78.63901754069934,)
4;3;(70.93060419308782,)
4;4;(82.25694709549417,)
4;5;(16.97726704656618,)
4;6;(83.17215031344301,)
4;7;(65.66475435989344,)
4;8;(71.98377743061883,)
4;9;(75.29675510486851,)
4;10;(83.31627381494123,)
4;11;(93.68621431699117,)
4;12;(71.7265723053849,)
4;13;(77.76122949290891,)
4;14;(42.673997199954385,)
4;15;(9.902713137210277,)
4;16;(78.21733180856825,)
4;17;(83.82566312651943,)
4;18;(54.93064330130346,)
4;19;(57.267982779349374,)
4;20;(82.93542167903529,)
4;21;(76.80148600779637,)
4;22;(42.561212881958085,)
4;23;(88.85381944909734,)
4;24;(90.12422470375013,)
4;25;(62.752597129985055,)
4;26;(74.041723843961,)
4;27;(81.28981759977238,)
4;28;(83.84061997578657,)
4;29;(5.306051731744088,)
4;30;(78.33731228418631,)
4;31;(83.32950893702939,)
4;32;(73.86562233320954,)
4;33;(79.9532219762433,)
4;34;(7.664501261694546,)
4;35;(89.43553056621558,)
4;36;(46.9402397768675,)
4;37;(84.14385917561407,)
4;38;(16.37587998611129,)
4;39;(77.91820422893163,)
4;40;(36.73952967558651,)
4;41;(84.4290065556636,)
4;42;(74.17727861243522,)
4;43;(75.402356886983,)
4;44;(75.74639451625731,)
4;45;(76.82107939240744,)
4;46;(42.000013287676765,)
4;47;(20.928684284426723,)
4;48;(91.02916653446243,)
4;49;(87.3496128216499,)
4;50;(77.77091307583301,)
4;51;(27.312842601949804,)
4;52;(82.44563466816305,)
4;53;(56.10926077775334,)
4;54;(85.66536351267334,)
4;55;(24.33343120271188,)
4;56;(77.75359758333303,)
4;57;(81.6204867892092,)
4;58;(85.17939827868527,)
4;59;(90.62870354533499,)
4;60;(84.29794804816012,)
4;61;(81.63138792638647,)
4;62;(3.8148136038750877,)
4;63;(84.4290065556636,)
4;64;(65.71091540718632,)
4;65;(58.14686414590089,)
4;66;(19.096475638987666,)
4;67;(24.362838345914565,)
4;68;(77.84323735375851,)
4;69;(80.3027009768778,)
4;70;(76.18077231488635,)
4;71;(84.95187882153778,)
4;72;(85.86762100701175,)
4;73;(72.07893000253218,)
4;74;(0.1318678186847393,)
4;75;(41.78020964243494,)
4;76;(64.7566438311107,)
4;77;(82.74633260508617,)
4;78;(69.31659385481548,)
4;79;(75.63142082726102,)
4;80;(70.53183371050187,)
4;81;(62.76901844319058,)
4;82;(22.539205001227824,)
4;83;(77.17917282981391,)
4;84;(75.402356886983,)
4;85;(75.968083746032,)
4;86;(74.7049011559711,)
4;87;(62.50412438571423,)
4;88;(57.05619903073715,)
4;89;(74.20486640235157,)
4;90;(78.60502901405965,)
4;91;(83.787231683391,)
4;92;(53.67933408646442,)
4;93;(82.98784466802647,)
4;94;(2.6375191248576204,)
4;95;(29.919545819026794,)
4;96;(79.0836552043079,)
4;97;(77.91603613923672,)
4;98;(35.91881596210976,)
4;99;(82.94992482758666,)
4;100;(77.25559399263624,)
4;101;(36.33938678632208,)
4;102;(64.64099510344431,)
4;103;(79.14430424926368,)
4;104;(71.87934142024237,)
4;105;(28.070484120729063,)
4;106;(74.80956166359573,)
4;107;(77.58066153351182,)
4;108;(30.525471962436843,)
4;109;(83.80816006124867,)
4;110;(13.541124952699711,)
4;111;(40.125692191067856,)
4;112;(79.27652196424553,)
4;113;(47.21513731924476,)
4;114;(79.4856522344342,)
4;115;(86.97433114428891,)
4;116;(75.16788706265024,)
4;117;(72.04764634891092,)
4;118;(75.46471221033106,)
4;119;(84.44632661813161,)
5;0;(79.77667506823448,)
5;1;(80.85140388504014,)
5;2;(84.47066803953173,)
5;3;(6.649804609078681,)
5;4;(83.51943216712402,)
5;5;(90.75594196387264,)
5;6;(86.35990565369566,)
5;7;(77.38311549517475,)
5;8;(76.2316894755983,)
5;9;(73.46049173319705,)
5;10;(74.28035218319287,)
5;11;(69.84483016536458,)
5;12;(34.0488061910485,)
5;13;(74.41997056772982,)
5;14;(90.29661421701712,)
5;15;(84.40262446640469,)
5;16;(83.89852119091935,)
5;17;(85.93455821496943,)
5;18;(75.9193039497238,)
5;19;(20.239312706989146,)
5;20;(16.260525956760464,)
5;21;(74.22880964790961,)
5;22;(89.38078415291476,)
5;23;(86.03374720060695,)
5;24;(88.85360670126038,)
5;25;(83.40729209229484,)
5;26;(84.4290065556636,)
5;27;(31.85382991624794,)
5;28;(86.96675530464209,)
5;29;(52.88803195393814,)
5;30;(74.39020659122502,)
5;31;(86.57817908612094,)
5;32;(-4.270001749041079,)
5;33;(41.883236171128175,)
5;34;(78.64483563906983,)
5;35;(74.0263126536945,)
5;36;(83.71842625399741,)
5;37;(83.80816006124867,)
5;38;(18.827652066240283,)
5;39;(87.3496128216499,)
5;40;(83.88584158512359,)
5;41;(83.1449172544103,)
5;42;(83.40737679786166,)
5;43;(87.3496128216499,)
5;44;(77.82214543553431,)
5;45;(42.54142888869566,)
5;46;(18.50608424325473,)
5;47;(80.01294177263941,)
5;48;(60.93749700325771,)
5;49;(84.4290065556636,)
5;50;(84.45709176095433,)
5;51;(74.75060086884623,)
5;52;(95.7330575015968,)
5;53;(90.09616937262611,)
5;54;(89.4450595423897,)
5;55;(64.29789832810648,)
5;56;(85.3903365707083,)
5;57;(86.59782764366206,)
5;58;(81.57924209107608,)
5;59;(86.89536175188549,)
5;60;(84.44632661813161,)
5;61;(84.95187882153778,)
5;62;(88.77931309948492,)
5;63;(85.05568484137763,)
5;64;(49.56245054992514,)
5;65;(90.12422470375013,)
5;66;(84.18781859125424,)
5;67;(87.89586632366691,)
5;68;(81.27663970900329,)
5;69;(35.61101845428648,)
5;70;(85.27925123699161,)
5;71;(83.79190009315948,)
5;72;(59.76443854529595,)
5;73;(83.42484939683973,)
5;74;(84.52223751819133,)
5;75;(84.40262446640469,)
5;76;(93.70281611810331,)
5;77;(49.00630761349962,)
5;78;(54.40957793450352,)
5;79;(84.58308328938946,)
5;80;(83.16656187232722,)
5;81;(53.08321222422915,)
5;82;(93.93776524516585,)
5;83;(68.93481554853375,)
5;84;(66.00262232309515,)
5;85;(86.5973753358335,)
5;86;(54.31127578233347,)
5;87;(83.80816006124867,)
5;88;(91.10775457776168,)
5;89;(83.62369276170212,)
5;90;(-14.839511374273332,)
5;91;(84.5381267771774,)
5;92;(66.89693915005688,)
5;93;(44.496129518945615,)
5;94;(36.48326135572352,)
5;95;(89.33771452814752,)
5;96;(84.44632661813161,)
5;97;(84.44632661813161,)
5;98;(27.592138047251915,)
5;99;(77.91475331931905,)
5;100;(88.85381944909734,)
5;101;(82.94992482758666,)
5;102;(50.03635994861812,)
5;103;(10.562513284462643,)
5;104;(84.40262446640469,)
5;105;(64.30899061790316,)
5;106;(68.41237653642952,)
5;107;(88.57746059137982,)
5;108;(89.43553056621558,)
5;109;(90.09616937262611,)
5;110;(19.905342616257645,)
5;111;(93.64819471660167,)
5;112;(85.07625328096398,)
5;113;(64.45500331405715,)
5;114;(-33.30403583768564,)
5;115;(83.787231683391,)
5;116;(29.557951434535187,)
5;117;(92.95884796518759,)
5;118;(80.9235616534965,)
5;119;(82.6295222639418,)
6;0;(44.45901404869852,)
6;1;(93.88412977772816,)
6;2;(92.58538895120707,)
6;3;(86.96675530464209,)
6;4;(55.317975982195875,)
6;5;(17.506936740832522,)
6;6;(40.95368058073879,)
6;7;(89.31172145386982,)
6;8;(66.69226080551775,)
6;9;(87.65085199521174,)
6;10;(84.65485382341426,)
6;11;(4.999484042087338,)
6;12;(80.48379514710426,)
6;13;(94.04399758492366,)
6;14;(93.42842183371079,)
6;15;(26.972706931946334,)
6;16;(79.48853683729355,)
6;17;(27.706006545576514,)
6;18;(79.01656350691667,)
6;19;(92.25813757921978,)
6;20;(80.52535054286076,)
6;21;(14.486717470562663,)
6;22;(94.63304427036647,)
6;23;(36.35036939095862,)
6;24;(89.07336083175112,)
6;25;(90.96019348064317,)
6;26;(81.20427193331876,)
6;27;(88.57746059137982,)
6;28;(86.97433114428891,)
6;29;(84.60969723331716,)
6;30;(84.82854391419596,)
6;31;(91.58803144410905,)
6;32;(73.54971747349938,)
6;33;(66.98343933119679,)
6;34;(77.7339438783975,)
6;35;(84.45709176095433,)
6;36;(69.06452910681494,)
6;37;(84.4290065556636,)
6;38;(89.3728587806571,)
6;39;(11.325717835681019,)
6;40;(66.33198884827216,)
6;41;(46.572146276598474,)
6;42;(90.12422470375013,)
6;43;(78.42888481953187,)
6;44;(73.06002352699653,)
6;45;(59.65727210698171,)
6;46;(-5.127238904278684,)
6;47;(90.09616937262611,)
6;48;(70.42825076979669,)
6;49;(35.81875314797761,)
6;50;(75.20412598307549,)
6;51;(95.7330575015968,)
6;52;(85.86762100701175,)
6;53;(89.45722847931359,)
6;54;(82.72755528323992,)
6;55;(35.90622228202167,)
6;56;(87.90376424999424,)
6;57;(83.3526429622907,)
6;58;(85.32241707974224,)
6;59;(89.16046081429712,)
6;60;(85.84402340920538,)
6;61;(85.18291971301676,)
6;62;(84.44779300954468,)
6;63;(83.89172796679922,)
6;64;(76.38314030049833,)
6;65;(95.3613073200156,)
6;66;(91.95257831508536,)
6;67;(27.351179074468206,)
6;68;(82.37408510285265,)
6;69;(90.3532472166288,)
6;70;(93.74930083878837,)
6;71;(45.086118996065906,)
6;72;(12.597600147331455,)
6;73;(86.213980725071,)
6;74;(91.80124905174908,)
6;75;(86.89030621889799,)
6;76;(82.23326505510666,)
6;77;(53.11183280802484,)
6;78;(79.9214943987003,)
6;79;(85.31466811899507,)
6;80;(51.43431148546927,)
6;81;(89.45889977761625,)
6;82;(74.69799262492143,)
6;83;(25.00058076724858,)
6;84;(95.0473035138445,)
6;85;(84.78244554794975,)
6;86;(75.28657103778244,)
6;87;(94.2709945835951,)
6;88;(75.38409748644133,)
6;89;(73.94227229549553,)
6;90;(16.94744978397647,)
6;91;(95.58149511808743,)
6;92;(90.69896019116723,)
6;93;(73.05988180599459,)
6;94;(88.85192781118397,)
6;95;(90.12269382393116,)
6;96;(83.87213443448809,)
6;97;(96.04006065932575,)
6;98;(89.52226576376273,)
6;99;(38.16683680051494,)
6;100;(89.73088319463065,)
6;101;(89.96939758220313,)
6;102;(66.6777538166881,)
6;103;(74.48260382784218,)
6;104;(84.39262986350857,)
6;105;(66.41213612277545,)
6;106;(90.01464405931759,)
6;107;(87.09683710690473,)
6;108;(82.54696131351399,)
6;109;(89.88709637164129,)
6;110;(83.80063166280094,)
6;111;(88.87876623948407,)
6;112;(81.45222476847424,)
6;113;(73.23584696019431,)
6;114;(85.61608190886194,)
6;115;(91.09369784138141,)
6;116;(84.05997589225328,)
6;117;(83.83451259436,)
6;118;(84.4290065556636,)
6;119;(90.12422470375013,)
7;0;(90.69896019116723,)
7;1;(93.70281611810331,)
7;2;(94.17933398200472,)
7;3;(67.8120583338767,)
7;4;(85.91969285811666,)
7;5;(95.33683013099197,)
7;6;(84.96625445764174,)
7;7;(34.48254765175224,)
7;8;(96.04006065932575,)
7;9;(93.47183367093015,)
7;10;(87.87629484485335,)
7;11;(96.24240742171078,)
7;12;(94.79054182403043,)
7;13;(87.0969207502797,)
7;14;(95.36502570571402,)
7;15;(95.04400082685298,)
7;16;(93.94751287262918,)
7;17;(95.92072243683924,)
7;18;(49.62230193395088,)
7;19;(16.372922794771288,)
7;20;(93.97273569019882,)
7;21;(8.884126104761226,)
7;22;(80.01539629058172,)
7;23;(95.45443236287755,)
7;24;(95.58149511808743,)
7;25;(51.11412552046495,)
7;26;(89.29258185201903,)
7;27;(87.92443053116527,)
7;28;(93.9267812370251,)
7;29;(93.13333736767858,)
7;30;(94.38432648669168,)
7;31;(92.505746906956,)
7;32;(89.33771452814752,)
7;33;(95.3613073200156,)
7;34;(35.46750954684943,)
7;35;(94.63304427036647,)
7;36;(87.33439326889732,)
7;37;(90.80475203040544,)
7;38;(81.3592218221914,)
7;39;(82.87320650220697,)
7;40;(93.85249187717528,)
7;41;(89.37221490704243,)
7;42;(95.3613073200156,)
7;43;(95.52256170211047,)
7;44;(94.26615411743809,)
7;45;(93.33239918094483,)
7;46;(95.9534255111985,)
7;47;(21.674806870933768,)
7;48;(88.42144984938263,)
7;49;(54.001168895529084,)
7;50;(91.75954589727863,)
7;51;(48.762153983921344,)
7;52;(87.35851975584052,)
7;53;(71.04963893005979,)
7;54;(79.56886117471518,)
7;55;(91.80124905174908,)
7;56;(91.13767388820675,)
7;57;(91.43163970941264,)
7;58;(78.51509059419816,)
7;59;(94.59294279112294,)
7;60;(89.25478982005035,)
7;61;(51.81405167188522,)
7;62;(94.76367872425028,)
7;63;(32.575674357952025,)
7;64;(89.0254336829544,)
7;65;(95.89676849840522,)
7;66;(89.05767401915962,)
7;67;(63.492059651361366,)
7;68;(31.062696418969793,)
7;69;(90.80982449136238,)
7;70;(77.79847420506432,)
7;71;(64.98976945387663,)
7;72;(95.49438987778508,)
7;73;(65.93922261713841,)
7;74;(62.879871234753296,)
7;75;(94.38403766043474,)
7;76;(55.3610274320489,)
7;77;(95.07978597225747,)
7;78;(44.51788827177242,)
7;79;(93.29997271075655,)
7;80;(86.59250482695066,)
7;81;(95.3790053315179,)
7;82;(88.28887526892589,)
